score,review
1,bbq 황금올리브 자주 먹고 엄청 좋아해서 잘 아는데 여기는 엄청 오래 된 기름으로 튀기나봄. 치킨이 밝은 황금색이어야 하는데 거의 갈색이고 튀김에 기름이 줄줄 흐르고 튀겨놧던걸 다시 튀긴건지 금방 식었고 종이박스마저 갈색으로 변함. 기름이 안 좋아서 그런지 맛도 느글느글함. 매우 실망함.
5,
5,친절하고 깨끗해서 좋았어용!  전화주문도 친절하게 받아주셨어요!
1,사장이 장사하기 싫은듯… 안먹고 그냥 나왔어요
4,Ordered the 후라이드 치킨. It came quick and it was extra crispy. The meat was juicy and the pieces were pretty big.
1,"딱 이지점인지 모르겠지만 알바하는 여자 다른식당와서 서비스가지고 ○○○함 지도 받은거같고 내가 받으니까 일행이랑(같은데서 일하겠지) 다같이 틱틱소리냄 단체로 ,틱환자인줄알았음 지도 먹을거파는 사람이면서 왜그러나 몰라.  하나를 보면 열을안다고 조심하세요. 홍대쪽은확실함"
1,매장규칙 겁나 골때림 기프티콘으로 홀에서 먹으려면 2천원 내라캄ㅋㅋㅋ 홀에서 먹는데 배달비 금액 받으려는 심보.. 그럴수있다쳐 근데 2천원내고 먹으려니 기프티콘에 포함된 1.25리터 콜라는 매장에서 못먹고 들고가야된다카대?ㅋㅋㅋ 이딴매장에서 누가먹냐?? 전부 포커스가 매장이윤에 맞춰있는데  재료는 좋은거 씀?? 궁금함ㅋㅋㅋㅋㅋㅋ 홀에서 식사시 2천원추가 +...
5,가끔 포장도 하고 홀도 이용 하는데 저는 전세계 맥주 있어서 좋았어요. 분위기도 좋은데;;
4,저는 포장해서  직원이니 사장님이니  후기처럼 나쁜인상은 없었어요.  정말 오랜만에 안물리고 맛나게 먹었어요. 좀 뻑뻑하다기보다  순살뿌링클인데  그 뭐냐 용가리처럼 고기다진거처럼 맛이 그렇긴했어요 뭐라하지... 그  너겟!!! 너겟같았어요 살들이   치즈볼이니 뿌링클이나 맛은 최고입니당 
1,직원들 진짜매너없음. 손님하고 시비트고싶나봄.   참고해서선택하길.
1,이 수많은 리뷰를 보고도 직원을 자르지 않는 걸 보면 사장 아들이 아닐까 싶다.
1,그냥 망했으면 좋겠네요
1,진짜 맛없어도 이해하는데  직원 교육 잘시킵시다. 싸가지가 아주없어요. 치킨먹으러와서 눈치보고   절대 추천 안합니다. 
1,불친절하고 튀김옷 딱딱해요 돈 기부하고옴
1,"쓰레기, 배달 거부함, BHC 이름값 깎지 말고 얼릉 폐점하시길. 2019년과 함께 아디오스 하시길"
1,별반개없나요?원래 평점무시하고 그냥 다니고 리뷰 안쓰는데 국가차원에서 저는 당했으니 이글을 보는 분들은 가지말라고 말씀드리고싶어왔습니다 뿌링클먹고싶어 갔다가 가격보고 쓰러지는줄알았습니다 그렇다고 맛이뛰어난것도아닌거같은데 치킨은 일반가의 4000원정도씩 비싸고요ㅋㅋ사이드는 한 500~1000원씩 비쌉니다 원래 매장식사가가 더 비싸고 이런가요 임대료나 뭐나 생...
1,12시에 오픈이라서 들어갔는데 매장이 너무 더럽네요.. 테이블도 다 더럽고 바닥도 더럽고 어디에 앉으라는건지... 마감때 왜 안치우고 가요?
1,태어나서 리뷰 처음 써봅니다 리뷰라기 보다 경고입니다 중국인&일본인 구경하러 오는거면 추천
1,별 하나도 아까운 곳 -닭이 옛날통닭 사이즈임(닭다리 보고 깜짝 놀람... 논산때 먹은 닭튀김인줄) -닭이 뜨겁긴한데 퍽퍽함 건조하고 -뿌링치즈볼 사이즈가 다른 지점 치즈볼 사이즈 0.6배임 -평점이 낮은데는 이유가 다 있다~ 
1,"뭐 때문인지 모르겠지만 중국인, 일본인들이 많이 가는 곳입니다.  한국인은 얼마 없고요. 주 방문객층이 중국인이라 그런지  다른 지점에 비해 치킨 맛이 중국 음식처럼 짜고, 맵고 그렇습니다... 그리고 순살 시켰는데 뭔 치킨너겟 먹는줄 알았네요... 다른 지점 순살은 이렇지 않았었는데요... 확실히 다른 지점 보다 퀄리티 떨어집니다..  한국인들은 살면서 ..."
1,맥주에서 쇠 맛이 나네요... 어떻게 홍대 한복판에 있는 BHC 상태가 이런지 의문이 드네요... 다시는 오고싶지 않은 서비스 상태네요 ㅠㅠㅠ 평점무시하고 그냥 왔ㅇ는데 자꾸 후회가 되네요 ㅠ
1,돈 아까워서 화장실 휴지라도 가져가고 싶네요
1,맥주에서 쇠맛이 났구 반반치킨 양 엄청 적어요
1,전화기 올려놔서 못걸게 해놨네요 그래서 직접 포장하러 갔는데 최소주문금액 15000원이라고 그 아래 13000원으로 시켰는데 안된대서 그냥 나왔습니다 ~_~ 
1,가게 내부도 어두운데 진동벨 없어서 추가 주문하기 불편해요
1,일하는 사람이 굉장히 싸가지가 바가지에요 직원교육 잘 좀 부탁드립니다
1,안가봤지만 평만봐도 열받네요 이런집은 망하기를~
1,여긴 심리학과 교수님들입니다 고객님이 어느정도에서 화를내는지 분석을하시고 가만히 서있고 폰하면서 콜라는 직접 가따 먹으랍니다 주인장은 손님 화장실 지나가는데 다트로 손님을 위협하며 치킨은 양념장이 매우 짜며 골고루 묻어있지않습니다 그리고 굉장히 차갑습니다 치킨이 제가 중학교때 간장치킨실습했을때 맛이나서 추억젖은 맛인것같습니다    혹시 저혈압으로 건강상 문...
1,불친절해요
1,이상하고 불쾌한 털을 배달 가방 안에서 음식 위에 발견했는데 위생 신경써야하는거 아닌지 ㅋㅋㄱㄱㅋㅋ 여기 시키지 마세요~
1,불친절하고 조리시간도 너무 오래걸리네요  그래서 그런지 맛도 그딱 다른데에서 시켜먹으세요
1,다른 지코바보다 불친절하고 맛없어요 지코바 먹고 싶으면 근처 신촌점이나 다른 지점 가시길 추천
1,혹시 지금 배달시키면 얼마정도 걸릴까요 라고 물어봤는데 모르겠습니다 빠른배달 원하면 다른데 이용하세요 라고 대답하더니 먼저 뚝 끊어버리네요 이건좀 아니지싶네요
