score,review
2,"5시쯤 주문했는데 주문이 많이 밀렸는지 1시간 넘게 걸린다고 했고, 재료가 떨어져서 뼈 있는건 안되고 순살만 된다고 해서 기다리겠다 하고 주문했습니다. 6시 지나서 전화가 와서 소스 재료가 다 떨어져서 메뉴를 바꾸던지 취소해야 할거같다고 하셨어요. 하하... 1시간 넘게 배고픈 상태로 기다렸는데 전화와서 소스 재료가 다 떨어져서 안된다고 하시니... 좀 실..."
5,치킨먹고 속이 편한 집중 하나. 기름이 깨끗해요. 
1,정말 불친절
1,마른안주 작은거 하나 주문했다고 테이블위에 포크 기분나쁜티 확확 내면서 함부로 치우실 필요 있으셨나요? 어차피 치킨 하나 더 시켰지만 매우 불쾌했습니다 손님이 돈으로만 보이는 가게로밖에 생각되질 않네요 안주도 별로인건 덤이구요
1,"1점도 아까움 진짜 개노맛  모처럼 한강와서 피크닉 즐기면서 치킨 시켰는데 21,000원 버렸음 ㅜㅜ 반도 안먹고 버림  절대 시키지 마세요  치킨도 엄청 눅눅하고 튀긴지 엄청 오래된 듯한 느낌"
1,최악이였습니다. 절대 절대 절대 드시지 마세요 이거 뭐.. 치킨을 먹는건지 걍 튀김 껍데기를 먹는건지
1,"배달시켜먹었었는데요. 정말 실망이네요. 양도 양이지만, 무엇보다 맛이 없어요. 튀김인지 치킨인지도 모를정도로 고기가 없어요. 또 갓 튀긴것도 아니고 눅눅하구요, 치즈스틱에도 이상한냄새가 나네요. 원래 그렇게 만든다고 하면 할말없지만 앞으론 절대 다시 안먹을것같네요. "
3,배달이 잘못왔어요ㅜ
5,
5,
4,가게명은 참숯 바베큐지만 황태포가 정말 맛있는....
3,
5,사장님 친절해요 치킨이 퀄리티가 너무 좋아요 핵맛남
1,떡볶이는 와이프가 한것 보다도 맛없음.. 감튀는 말라비틀어짐.. 순살치킨은 반마리 밖에 안됨..   남이 시키려고 하면 뜯어말릴꺼에요
5,"여기 왜 리뷰없죠  스테이크 들어간 볶음밥 먹었는데 존맛입니당ㅠ 스테이크 엄청 부드럽고 잘 구워주셨더라구요 13,000원대였는데 솔직히 15,000원 정도 해도 먹을만 합니다!"
1,포장...소스따로주냐고 물어봤을뿐인데 벨울리면오라고 짜증을 내버리네 여자사장인가...장사왜하지
1,1점도 아까움 알바가 개불친절함
1,"치킨이 주메뉴 인것 같은데, 너무 맛이 없어요. 바로 나왔는데 뜨겁지도 않고, 튀김은 너무 딱딱한 부분도 있고~"
2,그냥 튀김이다 육즙은 없다! 끔찍하다!
1,"토요일 저녁에 닭강정 시켜먹었는데, 닭에서 냄새가 너무 나네요... 비위상해서 먹다 버렸습니다."
5,"다들 친절하시구 맛도 최고네욤,,"
5,
1,마스크안끼신직원분도계시고.. 포장할때바닥에한조각떨어뜨린거그냥버리시는데 그럼 양이..다르지않나요 바쁠때갔었는데주문번호확인제대로안하셔서 이미제품나왔는데30분기다려서받아서왔어요 서비스는좀별로네요
5,맛있었어요!
5,친절하시고 양도 좋고 맛도 좋아요 !! 
1,카카오 기프티콘으로 사먹으려는데 충격적이네 배달료 3천원...
5,항상 포장해서 먹는데 맛있어요! 근데 닭을 너무 크게 튀겨서 그건 좀 불편함. 나무젓가락이랑 소금은 말해야만 주심.
5,
5,사장님도 착하시고 친절하고 치킨도 맥주도 맛나요 싸고 ㅋ
4,
5,
4,가성비 좋아요
4,가성비 최고  바삭거리고 맛있어요  길을 찾기는 조금 어려워요! 
5,양념치킨 소스 넘맛있어요 완벽한 옛날 추억의맛!!  양배추샐러드가 정말 조아요
4,
5,퍽살이 부드럽다 = 합격 
5,정말 친절하셔서 단골될거같아요
5,엄청 친절하셔서 기분좋아요. 전화하고 찾으러 가도 돼요. 맛있어요
3,
4,가격도싸고 가격대비 맛도 괴안은곳
4,맛 괜찮았어요. 닭상태도 양호한거같고. 재방문의사 100%
5,일단 빨리나와서 좋고! 사장님 친절하시고 맛도 좋고!!
1,두번은 안사먹습니다. 
5,
5,이 동네 치킨집중에 젤 맛있음
5,페리카나중 전국에서 감히 1등이라 할수있다  대방동 치킨은 무조건 페리카나  이집 치킨을 먹고나면 다른집 치킨을 못먹음
5,몇십군데 먹어본 치킨집중 베스트. 번창하셔서 없어지지 않길 바라는 마음에서 한줄작성요
