score,review
1,제 이름을 걸고 씁니다. 여기서 시키지마세요. 오죽했으면 치킨에서 냄새가 납니까? 도대체 치킨을 몇번 튀겼는지 제가 한번 맞춰볼까요? 다른분들 건강 생각해서 남깁니다. 먹다가 닭다리 던지지마시고 그냥 배달하지마세요 여기. 
1,주방에서 마스크 착용하지않고 조리합니다. 
3,치킨은 맛있지만 맥주가 밍밍해요
1,배달직원인지 자꾸 가게앞 인도에서 담배피던데......  하나를 보면 열을 안다고 음식장사하는집에서 일하는 사람이 가게 바로앞에서 그것도 지나다니는 행인들에게 피해주며 인도에서 담배피고있는정도면 그 가게 위생에 신뢰가 갈까요?   배달해먹고 싶은 마음이 생길까요?
5,수많은 치킨 먹어본결과 여기가 제일 맛있는 곳인거같아요 !! 서초에 살아서 행복합니다~~~!!!
5,야채통닭의 늬끼함을 잡아줄 궁물떡볶이 궁물 한입 드링킹 추천♨️
5,오랫동안 자리를 지켜온 이유가 있다 맛있고 깔끔하다 특히 야채치킨 먹어라
5,여기 진짜 맛있음 ^^ 리뷰 잘 안 쓰는데 잘 되시라고 별점 추가~
4,가격도 좋고 맛도 있고 
4,야채통닭+국물떡볶이 조합이 끝내주네요~
3,"가야는이유 : 적정한 가격에 괜찮은 양 안가는이유 : 개인적으로 야채통닭이 금방 물렸던  야채통닭 : 다섯가지의 야채와 같이 튀겨진 튀김, 야채튀김을 같이 먹는 기분, 야채 중 고추 파 매운맛이 좀 있고 염지도 짠 편, 절반쯤 먹을때 많이 물림"
5,야채통닭 존맛ㅠㅠ 닭똥집도 되게 맛있어요!!
5,진짜 좋아하는 맛집입니다. 유명한 치킨 브랜드 치킨보다 여기 야채통닭+국물떡볶이+생맥주 는 최고예요
5,순살 야채통닭 드세요 야채튀김 따로 팔 때가 진짜 좋았는데 없어져서 아쉽슴다..... 여튼 인생치킨집
4,맛있음 꼭 순살 야채통닭 시켜먹어야함. 떡볶이도 무난
5,야채통닭과 닭똥집 후라이드 예술입니다.   연 이틀 계속가서 먹었어요.   강추입니다.  
4,닭은 너무 맛있는데 룸이 좀 추워요
5,오 야채통닭 핵맛. 야채튀김 좋아하는데요. 야채랑 통닭이랑 같이 튀겨나오다니 너무 적당히 짭조름 하니 맛있었어요!! 튀김옷 떨어진것도 줏어먹게 되더라구요ㅋㅋㅋ 야채튀김맛이 나서ㅋㅋㅋ 떡볶이도 의외로 맛있어서 밥볶아 먹었습니당ㅋㅋ 대기가 많고 주문하면 굉장히 늦게 나오는 단점이 있지만 맛있고 유니크하므로 4.5점
4,야채통닭 맛있음
4,
4,특이하고 가족이랑 같이 가기 아주 좋아요
4,야채통닭 정말 맛있어요  근데 닭이 너무 작은거같아요 아쉽
1,별 한개도 아까운 맛 배달속도 맛 다 최악이네요...
5,존맛
